Date,Category,Campaign Name,Impressions,Clicks,Conversions,Revenue,Cost,Daily Budget,,,,,,,,,,,,,,,
5/14/20,Law,Law - Campaign 1,6931,218,5,36.62,53.54,150,,,,,,,,,,,,,,,
5/15/20,Law,Law - Campaign 1,5789,216,9,140.93,50.32,150,,,,,,,,,,,,,,,
5/16/20,Law,Law - Campaign 1,5989,211,8,93.83,50.49,150,,,,,,,,,,,,,,,
5/17/20,Law,Law - Campaign 1,7147,251,6,58.05,59.18,150,,,,,,,,,,,,,,,
5/18/20,Law,Law - Campaign 1,7957,254,11,203.58,69.25,150,,,,,,,,,,,,,,,
5/19/20,Law,Law - Campaign 1,7790,263,10,127.46,72.92,150,,,,,,,,,,,,,,,
5/20/20,Law,Law - Campaign 1,9059,260,7,100.66,70.6,150,,,,,,,,,,,,,,,
5/21/20,Law,Law - Campaign 1,9620,283,12,146.12,89.72,150,,,,,,,,,,,,,,,
5/22/20,Law,Law - Campaign 1,9011,244,8,107.44,71.42,150,,,,,,,,,,,,,,,
5/23/20,Law,Law - Campaign 1,7413,194,6,79.14,57.49,150,,,,,,,,,,,,,,,
5/24/20,Law,Law - Campaign 1,8541,226,6,80.08,60.17,150,,,,,,,,,,,,,,,
5/25/20,Law,Law - Campaign 1,8541,261,7,177.85,66.25,150,,,,,,,,,,,,,,,
5/26/20,Law,Law - Campaign 1,9687,320,12,147.06,97.78,150,,,,,,,,,,,,,,,
5/27/20,Law,Law - Campaign 1,8334,258,5,62.99,71.95,150,,,,,,,,,,,,,,,
5/28/20,Law,Law - Campaign 1,7690,250,9,81.99,63.13,150,,,,,,,,,,,,,,,
5/29/20,Law,Law - Campaign 1,6838,235,9,139.74,68.53,150,,,,,,,,,,,,,,,
5/30/20,Law,Law - Campaign 1,7787,224,10,132.54,62.2,150,,,,,,,,,,,,,,,
5/31/20,Law,Law - Campaign 1,11426,266,6,114.7,63.95,150,,,,,,,,,,,,,,,
6/1/20,Law,Law - Campaign 1,16040,460,13,214.64,116.13,150,,,,,,,,,,,,,,,
6/2/20,Law,Law - Campaign 1,8400,302,8,84.58,90.7,150,,,,,,,,,,,,,,,
6/3/20,Law,Law - Campaign 1,7360,263,9,107.43,70.76,150,,,,,,,,,,,,,,,
6/4/20,Law,Law - Campaign 1,7071,248,11,169.58,66.58,150,,,,,,,,,,,,,,,
6/5/20,Law,Law - Campaign 1,7143,240,6,81.35,60.14,150,,,,,,,,,,,,,,,
6/6/20,Law,Law - Campaign 1,6746,217,7,82.45,53.34,150,,,,,,,,,,,,,,,
6/7/20,Law,Law - Campaign 1,6910,215,6,105.94,49.52,150,,,,,,,,,,,,,,,
6/8/20,Law,Law - Campaign 1,7053,264,10,138.27,74.54,150,,,,,,,,,,,,,,,
6/9/20,Law,Law - Campaign 1,7877,271,8,76.24,79.98,150,,,,,,,,,,,,,,,
6/10/20,Law,Law - Campaign 1,7171,265,9,155.37,72,150,,,,,,,,,,,,,,,
6/11/20,Law,Law - Campaign 1,7759,255,7,151.76,70.61,150,,,,,,,,,,,,,,,
6/12/20,Law,Law - Campaign 1,7275,242,12,93.46,72.97,150,,,,,,,,,,,,,,,
6/13/20,Law,Law - Campaign 1,6580,209,8,71.94,62.11,150,,,,,,,,,,,,,,,
6/14/20,Law,Law - Campaign 1,6551,201,9,82.65,54.73,150,,,,,,,,,,,,,,,
6/15/20,Law,Law - Campaign 1,6857,238,9,109.26,68.31,150,,,,,,,,,,,,,,,
6/16/20,Law,Law - Campaign 1,6522,218,11,246.96,73.04,150,,,,,,,,,,,,,,,
6/17/20,Law,Law - Campaign 1,6911,262,8,115.58,91.31,150,,,,,,,,,,,,,,,
6/18/20,Law,Law - Campaign 1,8635,276,10,149.68,89.82,150,,,,,,,,,,,,,,,
6/19/20,Law,Law - Campaign 1,8466,266,15,156.93,99.26,150,,,,,,,,,,,,,,,
6/20/20,Law,Law - Campaign 1,6889,221,9,104.9,74.33,150,,,,,,,,,,,,,,,
6/21/20,Law,Law - Campaign 1,6802,208,10,66.58,70.46,150,,,,,,,,,,,,,,,
6/22/20,Law,Law - Campaign 1,9179,304,17,201.73,130.23,150,,,,,,,,,,,,,,,
6/23/20,Law,Law - Campaign 1,9011,292,12,165.75,141,150,,,,,,,,,,,,,,,
6/24/20,Law,Law - Campaign 1,6564,244,9,92.33,86.22,150,,,,,,,,,,,,,,,
6/25/20,Law,Law - Campaign 1,6135,218,11,115.81,81.54,150,,,,,,,,,,,,,,,
6/26/20,Law,Law - Campaign 1,6394,216,8,143.27,76.23,150,,,,,,,,,,,,,,,
6/27/20,Law,Law - Campaign 1,5847,187,3,48.65,66.3,150,,,,,,,,,,,,,,,
6/28/20,Law,Law - Campaign 1,6312,190,3,48.47,60.57,150,,,,,,,,,,,,,,,
6/29/20,Law,Law - Campaign 1,7426,280,11,142.41,95.65,150,,,,,,,,,,,,,,,
6/30/20,Law,Law - Campaign 1,13737,381,6,97.14,69.69,150,,,,,,,,,,,,,,,
7/1/20,Law,Law - Campaign 1,4620,145,6,63.87,50.29,150,,,,,,,,,,,,,,,
7/2/20,Law,Law - Campaign 1,3384,117,6,92.17,34.03,150,,,,,,,,,,,,,,,
7/3/20,Law,Law - Campaign 1,3070,106,5,58.08,28.38,150,,,,,,,,,,,,,,,
7/4/20,Law,Law - Campaign 1,3041,89,2,38.71,21.05,150,,,,,,,,,,,,,,,
7/5/20,Law,Law - Campaign 1,4014,120,7,66.69,29.34,150,,,,,,,,,,,,,,,
7/6/20,Law,Law - Campaign 1,4034,140,7,58.57,38.18,150,,,,,,,,,,,,,,,
7/7/20,Law,Law - Campaign 1,4964,190,7,42.11,64.27,150,,,,,,,,,,,,,,,
7/8/20,Law,Law - Campaign 1,5116,208,7,83.8,72.27,150,,,,,,,,,,,,,,,
7/9/20,Law,Law - Campaign 1,4998,170,9,50.1,58.63,150,,,,,,,,,,,,,,,
7/10/20,Law,Law - Campaign 1,3290,118,4,35.72,31.41,150,,,,,,,,,,,,,,,
7/11/20,Law,Law - Campaign 1,2584,115,3,36.49,32.13,150,,,,,,,,,,,,,,,
7/12/20,Law,Law - Campaign 1,3215,127,6,65.68,31.37,150,,,,,,,,,,,,,,,
7/13/20,Law,Law - Campaign 1,3996,182,7,89.62,58.3,150,,,,,,,,,,,,,,,
7/14/20,Law,Law - Campaign 1,3655,152,3,13.27,42.93,150,,,,,,,,,,,,,,,
7/15/20,Law,Law - Campaign 1,3453,130,4,40.8,36.89,150,,,,,,,,,,,,,,,
7/16/20,Law,Law - Campaign 1,2495,89,4,24.97,24.32,150,,,,,,,,,,,,,,,
7/17/20,Law,Law - Campaign 1,1831,83,1,13.79,22.62,150,,,,,,,,,,,,,,,
7/18/20,Law,Law - Campaign 1,1635,74,3,19.49,17.49,150,,,,,,,,,,,,,,,
7/19/20,Law,Law - Campaign 1,2389,89,5,27.77,19.57,150,,,,,,,,,,,,,,,
7/20/20,Law,Law - Campaign 1,2513,109,4,57.4,25.41,150,,,,,,,,,,,,,,,
7/21/20,Law,Law - Campaign 1,2011,108,3,48.53,24.67,150,,,,,,,,,,,,,,,
7/22/20,Law,Law - Campaign 1,2906,136,6,62.17,37.86,150,,,,,,,,,,,,,,,
7/23/20,Law,Law - Campaign 1,3065,135,7,119.33,39.58,150,,,,,,,,,,,,,,,
7/24/20,Law,Law - Campaign 1,3320,115,6,40.22,31.91,150,,,,,,,,,,,,,,,
7/25/20,Law,Law - Campaign 1,2837,108,6,63.91,35.11,150,,,,,,,,,,,,,,,
7/26/20,Law,Law - Campaign 1,3009,130,5,60.33,36.12,150,,,,,,,,,,,,,,,
7/27/20,Law,Law - Campaign 1,4159,176,7,89.63,53.19,150,,,,,,,,,,,,,,,
7/28/20,Law,Law - Campaign 1,3395,164,8,122,51.63,150,,,,,,,,,,,,,,,
7/29/20,Law,Law - Campaign 1,3463,184,6,28.41,56.11,150,,,,,,,,,,,,,,,
7/30/20,Law,Law - Campaign 1,5048,262,7,124.53,52.97,150,,,,,,,,,,,,,,,
7/31/20,Law,Law - Campaign 1,4350,169,8,98.63,53.67,150,,,,,,,,,,,,,,,
8/1/20,Law,Law - Campaign 1,3216,128,8,134.84,39.74,150,,,,,,,,,,,,,,,
8/2/20,Law,Law - Campaign 1,3945,112,5,78.71,37.98,150,,,,,,,,,,,,,,,
8/3/20,Law,Law - Campaign 1,5632,173,8,137.79,68.2,150,,,,,,,,,,,,,,,
8/4/20,Law,Law - Campaign 1,5766,179,6,75.46,65.74,150,,,,,,,,,,,,,,,
8/5/20,Law,Law - Campaign 1,4723,163,9,98.92,57.17,150,,,,,,,,,,,,,,,
8/6/20,Law,Law - Campaign 1,4090,122,5,76.19,42.03,150,,,,,,,,,,,,,,,
8/7/20,Law,Law - Campaign 1,3828,159,10,110.93,58.1,150,,,,,,,,,,,,,,,
8/8/20,Law,Law - Campaign 1,3775,128,6,50.93,42.68,150,,,,,,,,,,,,,,,
8/9/20,Law,Law - Campaign 1,4539,157,7,67.05,58.02,150,,,,,,,,,,,,,,,
8/10/20,Law,Law - Campaign 1,5813,201,12,140.01,92.94,150,,,,,,,,,,,,,,,
8/11/20,Law,Law - Campaign 1,5672,213,9,121.5,86,150,,,,,,,,,,,,,,,
8/12/20,Law,Law - Campaign 1,4991,221,13,232.6,94.47,150,,,,,,,,,,,,,,,
8/13/20,Law,Law - Campaign 1,5046,198,8,129.06,79.28,150,,,,,,,,,,,,,,,
8/14/20,Law,Law - Campaign 1,5516,199,10,164.15,71.33,150,,,,,,,,,,,,,,,
8/15/20,Law,Law - Campaign 1,3313,121,5,56.75,41.08,150,,,,,,,,,,,,,,,
8/16/20,Law,Law - Campaign 1,4363,157,4,41.51,47.21,150,,,,,,,,,,,,,,,
8/17/20,Law,Law - Campaign 1,4972,203,11,107.41,77.39,150,,,,,,,,,,,,,,,
8/18/20,Law,Law - Campaign 1,5055,199,10,134.85,75.71,150,,,,,,,,,,,,,,,
8/19/20,Law,Law - Campaign 1,4802,184,13,209.06,70.81,150,,,,,,,,,,,,,,,
8/20/20,Law,Law - Campaign 1,5692,202,9,117.31,72.28,150,,,,,,,,,,,,,,,
8/21/20,Law,Law - Campaign 1,5209,175,9,134.72,66.38,150,,,,,,,,,,,,,,,
8/22/20,Law,Law - Campaign 1,5397,174,7,128.74,62.56,150,,,,,,,,,,,,,,,
8/23/20,Law,Law - Campaign 1,4633,148,5,38.87,48.31,150,,,,,,,,,,,,,,,
8/24/20,Law,Law - Campaign 1,6154,245,11,103.24,98.46,150,,,,,,,,,,,,,,,
8/25/20,Law,Law - Campaign 1,7332,262,11,117.82,111.85,150,,,,,,,,,,,,,,,
8/26/20,Law,Law - Campaign 1,6963,240,12,188.36,97.62,150,,,,,,,,,,,,,,,
8/27/20,Law,Law - Campaign 1,6094,211,7,59.47,92.83,150,,,,,,,,,,,,,,,
8/28/20,Law,Law - Campaign 1,5463,193,10,132.7,79.85,150,,,,,,,,,,,,,,,
8/29/20,Law,Law - Campaign 1,4325,140,6,61.79,54.04,150,,,,,,,,,,,,,,,
8/30/20,Law,Law - Campaign 1,27821,579,8,63.45,63.35,150,,,,,,,,,,,,,,,
8/31/20,Law,Law - Campaign 1,27250,494,6,105.93,77.74,150,,,,,,,,,,,,,,,
9/1/20,Law,Law - Campaign 1,5456,223,9,101.02,67.08,150,,,,,,,,,,,,,,,
9/2/20,Law,Law - Campaign 1,3189,144,7,58.52,49.74,150,,,,,,,,,,,,,,,
9/3/20,Law,Law - Campaign 1,3618,169,9,138.05,59.59,150,,,,,,,,,,,,,,,
9/4/20,Law,Law - Campaign 1,3183,140,5,59.28,47.86,150,,,,,,,,,,,,,,,
9/5/20,Law,Law - Campaign 1,2654,120,4,52.94,37.81,150,,,,,,,,,,,,,,,
9/6/20,Law,Law - Campaign 1,2703,104,4,29.94,33.13,150,,,,,,,,,,,,,,,
9/7/20,Law,Law - Campaign 1,3072,131,4,57.07,45.17,150,,,,,,,,,,,,,,,
9/8/20,Law,Law - Campaign 1,3722,171,7,93.4,65.03,150,,,,,,,,,,,,,,,
9/9/20,Law,Law - Campaign 1,3471,154,7,67.85,59.39,150,,,,,,,,,,,,,,,
9/10/20,Law,Law - Campaign 1,2735,129,6,90.12,42.91,150,,,,,,,,,,,,,,,
9/11/20,Law,Law - Campaign 1,1939,106,7,106.34,30.88,150,,,,,,,,,,,,,,,
9/12/20,Law,Law - Campaign 1,1784,93,3,13.81,25.63,150,,,,,,,,,,,,,,,
9/13/20,Law,Law - Campaign 1,1979,100,5,58.48,30.81,150,,,,,,,,,,,,,,,
9/14/20,Law,Law - Campaign 1,2846,137,7,132.76,47.12,150,,,,,,,,,,,,,,,
9/15/20,Law,Law - Campaign 1,2798,149,6,86.23,53.89,150,,,,,,,,,,,,,,,
9/16/20,Law,Law - Campaign 1,2563,132,7,116.94,45.55,150,,,,,,,,,,,,,,,
9/17/20,Law,Law - Campaign 1,2786,136,4,57.25,49.75,150,,,,,,,,,,,,,,,
9/18/20,Law,Law - Campaign 1,2758,103,7,96.69,36.39,150,,,,,,,,,,,,,,,
9/19/20,Law,Law - Campaign 1,2270,74,2,14.62,23.49,150,,,,,,,,,,,,,,,
9/20/20,Law,Law - Campaign 1,2234,77,3,49.26,24.79,150,,,,,,,,,,,,,,,
9/21/20,Law,Law - Campaign 1,2957,117,4,22.44,38.72,150,,,,,,,,,,,,,,,
9/22/20,Law,Law - Campaign 1,2887,108,5,12.45,36.28,150,,,,,,,,,,,,,,,
9/23/20,Law,Law - Campaign 1,3474,131,7,97.91,48.09,150,,,,,,,,,,,,,,,
9/24/20,Law,Law - Campaign 1,3838,131,8,72.6,51.94,150,,,,,,,,,,,,,,,
9/25/20,Law,Law - Campaign 1,3827,131,8,115.02,56.4,150,,,,,,,,,,,,,,,
9/26/20,Law,Law - Campaign 1,3434,123,2,31.36,50.1,150,,,,,,,,,,,,,,,
9/27/20,Law,Law - Campaign 1,2939,102,2,18.24,33.73,150,,,,,,,,,,,,,,,
9/28/20,Law,Law - Campaign 1,12334,305,5,71.21,58.71,150,,,,,,,,,,,,,,,
9/29/20,Law,Law - Campaign 1,20044,692,3,47.76,39.16,150,,,,,,,,,,,,,,,
9/30/20,Law,Law - Campaign 1,8044,133,2,18.16,11.39,150,,,,,,,,,,,,,,,
10/1/20,Law,Law - Campaign 1,1683,30,1,13.95,8.87,150,,,,,,,,,,,,,,,
10/2/20,Law,Law - Campaign 1,992,26,1,3.03,5.48,150,,,,,,,,,,,,,,,
10/3/20,Law,Law - Campaign 1,1060,23,1,5.45,4.38,150,,,,,,,,,,,,,,,
10/4/20,Law,Law - Campaign 1,1013,19,1,2.08,4.59,150,,,,,,,,,,,,,,,
10/5/20,Law,Law - Campaign 1,1621,32,1,12.31,10.38,150,,,,,,,,,,,,,,,
10/6/20,Law,Law - Campaign 1,1575,36,1,4.18,11.43,150,,,,,,,,,,,,,,,
10/7/20,Law,Law - Campaign 1,1467,36,2,4.93,9.98,150,,,,,,,,,,,,,,,
10/8/20,Law,Law - Campaign 1,1404,36,1,23.76,8.07,150,,,,,,,,,,,,,,,
10/9/20,Law,Law - Campaign 1,1553,30,0,0,9.82,150,,,,,,,,,,,,,,,
10/10/20,Law,Law - Campaign 1,1711,32,1,0,7.21,150,,,,,,,,,,,,,,,
10/11/20,Law,Law - Campaign 1,1774,37,2,24.96,9.95,150,,,,,,,,,,,,,,,
10/12/20,Law,Law - Campaign 1,1690,37,1,2.67,9.9,150,,,,,,,,,,,,,,,
10/13/20,Law,Law - Campaign 1,2319,50,2,11.53,14.3,150,,,,,,,,,,,,,,,
10/14/20,Law,Law - Campaign 1,2164,48,3,56.96,12.49,150,,,,,,,,,,,,,,,
10/15/20,Law,Law - Campaign 1,2632,51,3,20.98,18.42,150,,,,,,,,,,,,,,,
10/16/20,Law,Law - Campaign 1,2090,37,2,25.58,10.9,150,,,,,,,,,,,,,,,
10/17/20,Law,Law - Campaign 1,2318,46,3,65.22,15.64,150,,,,,,,,,,,,,,,
10/18/20,Law,Law - Campaign 1,2591,47,2,7.95,16.26,150,,,,,,,,,,,,,,,
10/19/20,Law,Law - Campaign 1,4148,99,5,72,34.43,150,,,,,,,,,,,,,,,
10/20/20,Law,Law - Campaign 1,3678,92,3,39.94,28.67,150,,,,,,,,,,,,,,,
10/21/20,Law,Law - Campaign 1,4811,94,5,61.94,43.76,150,,,,,,,,,,,,,,,
10/22/20,Law,Law - Campaign 1,4794,108,5,72.86,45.31,150,,,,,,,,,,,,,,,
10/23/20,Law,Law - Campaign 1,4045,105,3,37.12,44.39,150,,,,,,,,,,,,,,,
10/24/20,Law,Law - Campaign 1,3015,66,4,46.04,20.53,150,,,,,,,,,,,,,,,
10/25/20,Law,Law - Campaign 1,3075,79,3,29.29,26.42,150,,,,,,,,,,,,,,,
10/26/20,Law,Law - Campaign 1,4351,98,4,47.68,33.45,150,,,,,,,,,,,,,,,
10/27/20,Law,Law - Campaign 1,4272,107,3,30.79,37.97,150,,,,,,,,,,,,,,,
10/28/20,Law,Law - Campaign 1,12259,234,3,72.63,35.93,150,,,,,,,,,,,,,,,
10/29/20,Law,Law - Campaign 1,36034,613,2,32.65,34.59,150,,,,,,,,,,,,,,,
10/30/20,Law,Law - Campaign 1,13222,208,4,77.2,23.35,150,,,,,,,,,,,,,,,
10/31/20,Law,Law - Campaign 1,8750,138,2,27.06,13.66,150,,,,,,,,,,,,,,,
11/1/20,Law,Law - Campaign 1,2751,69,2,14.4,13.15,150,,,,,,,,,,,,,,,
11/2/20,Law,Law - Campaign 1,2512,96,6,84,28.92,150,,,,,,,,,,,,,,,
11/3/20,Law,Law - Campaign 1,1978,91,3,22.46,24.57,150,,,,,,,,,,,,,,,
11/4/20,Law,Law - Campaign 1,2476,83,5,55.45,26.43,150,,,,,,,,,,,,,,,
11/5/20,Law,Law - Campaign 1,2425,102,4,45.83,35.19,150,,,,,,,,,,,,,,,
11/6/20,Law,Law - Campaign 1,2561,112,4,47.02,41.92,150,,,,,,,,,,,,,,,
11/7/20,Law,Law - Campaign 1,4196,157,8,105.13,64.36,150,,,,,,,,,,,,,,,
11/8/20,Law,Law - Campaign 1,6159,199,11,104.73,85.09,150,,,,,,,,,,,,,,,
11/9/20,Law,Law - Campaign 1,7498,238,14,84.56,108.73,150,,,,,,,,,,,,,,,
11/10/20,Law,Law - Campaign 1,6268,237,9,75.25,100.13,150,,,,,,,,,,,,,,,
11/11/20,Law,Law - Campaign 1,4874,196,10,86.5,80.61,150,,,,,,,,,,,,,,,
11/12/20,Law,Law - Campaign 1,4845,194,9,103.42,96.06,150,,,,,,,,,,,,,,,
11/13/20,Law,Law - Campaign 1,3856,168,8,125.05,66.94,150,,,,,,,,,,,,,,,
11/14/20,Law,Law - Campaign 1,3581,166,8,116.52,63.17,150,,,,,,,,,,,,,,,
11/15/20,Law,Law - Campaign 1,4026,191,7,109.19,61.29,150,,,,,,,,,,,,,,,
11/16/20,Law,Law - Campaign 1,4983,199,9,106.67,79.39,150,,,,,,,,,,,,,,,
11/17/20,Law,Law - Campaign 1,6141,212,11,96.02,90.92,150,,,,,,,,,,,,,,,
11/18/20,Law,Law - Campaign 1,5335,191,10,118.59,82.43,150,,,,,,,,,,,,,,,
11/19/20,Law,Law - Campaign 1,5085,167,8,88.82,77.67,150,,,,,,,,,,,,,,,
11/20/20,Law,Law - Campaign 1,8182,188,9,80.67,104.52,150,,,,,,,,,,,,,,,
11/21/20,Law,Law - Campaign 1,7122,173,8,87.85,75.6,150,,,,,,,,,,,,,,,
11/22/20,Law,Law - Campaign 1,7189,163,8,116.28,69.04,150,,,,,,,,,,,,,,,
11/23/20,Law,Law - Campaign 1,9513,230,15,246.04,122.86,150,,,,,,,,,,,,,,,
11/24/20,Law,Law - Campaign 1,6642,148,8,77.93,73.94,150,,,,,,,,,,,,,,,
11/25/20,Law,Law - Campaign 1,4340,107,6,93.52,48.65,150,,,,,,,,,,,,,,,
11/26/20,Law,Law - Campaign 1,2864,71,2,32.57,25.76,150,,,,,,,,,,,,,,,
11/27/20,Law,Law - Campaign 1,7682,142,5,98.54,44.08,150,,,,,,,,,,,,,,,
11/28/20,Law,Law - Campaign 1,11519,189,4,58.92,44.65,150,,,,,,,,,,,,,,,
11/29/20,Law,Law - Campaign 1,10682,197,5,23.66,49.38,150,,,,,,,,,,,,,,,
11/30/20,Law,Law - Campaign 1,24292,475,13,117.28,87.57,150,,,,,,,,,,,,,,,
12/1/20,Law,Law - Campaign 1,5857,185,8,108.03,75.6,150,,,,,,,,,,,,,,,
12/2/20,Law,Law - Campaign 1,3087,124,6,69.52,70.16,150,,,,,,,,,,,,,,,
12/3/20,Law,Law - Campaign 1,2149,118,5,108.57,64.95,150,,,,,,,,,,,,,,,
12/4/20,Law,Law - Campaign 1,2134,121,6,89.18,61.07,150,,,,,,,,,,,,,,,
12/5/20,Law,Law - Campaign 1,1711,101,7,85.7,46.33,150,,,,,,,,,,,,,,,
12/6/20,Law,Law - Campaign 1,1621,99,3,62.2,35.46,150,,,,,,,,,,,,,,,
12/7/20,Law,Law - Campaign 1,1089,83,2,53.88,24.51,150,,,,,,,,,,,,,,,
12/8/20,Law,Law - Campaign 1,932,59,2,19.11,16.28,150,,,,,,,,,,,,,,,
12/9/20,Law,Law - Campaign 1,814,53,2,34.29,15.71,150,,,,,,,,,,,,,,,
12/10/20,Law,Law - Campaign 1,813,51,3,31.54,15.19,150,,,,,,,,,,,,,,,
12/11/20,Law,Law - Campaign 1,1280,62,3,59.35,22.24,150,,,,,,,,,,,,,,,
12/12/20,Law,Law - Campaign 1,2115,86,4,57.63,31.66,150,,,,,,,,,,,,,,,
12/13/20,Law,Law - Campaign 1,3607,103,3,41.57,42.76,150,,,,,,,,,,,,,,,
12/14/20,Law,Law - Campaign 1,3277,78,2,15.5,38.08,150,,,,,,,,,,,,,,,
12/15/20,Law,Law - Campaign 1,2225,62,4,49.55,30.16,150,,,,,,,,,,,,,,,
12/16/20,Law,Law - Campaign 1,1786,55,2,17.57,19.86,150,,,,,,,,,,,,,,,
12/17/20,Law,Law - Campaign 1,1483,50,3,17.06,22.05,150,,,,,,,,,,,,,,,
12/18/20,Law,Law - Campaign 1,1564,51,4,50.29,18.54,150,,,,,,,,,,,,,,,
12/19/20,Law,Law - Campaign 1,1788,67,5,44.41,24.69,150,,,,,,,,,,,,,,,
12/20/20,Law,Law - Campaign 1,1959,70,3,12.76,24.67,150,,,,,,,,,,,,,,,
12/21/20,Law,Law - Campaign 1,2506,85,4,47.99,34.06,150,,,,,,,,,,,,,,,
12/22/20,Law,Law - Campaign 1,2706,87,4,45.41,35.9,150,,,,,,,,,,,,,,,
12/23/20,Law,Law - Campaign 1,2722,84,5,57.55,33.47,150,,,,,,,,,,,,,,,
12/24/20,Law,Law - Campaign 1,1238,36,2,11.49,13.1,150,,,,,,,,,,,,,,,
12/25/20,Law,Law - Campaign 1,954,33,3,37.76,12.44,150,,,,,,,,,,,,,,,
12/26/20,Law,Law - Campaign 1,1807,66,3,54.72,25.33,150,,,,,,,,,,,,,,,
12/27/20,Law,Law - Campaign 1,1881,77,2,9.64,31.69,150,,,,,,,,,,,,,,,
12/28/20,Law,Law - Campaign 1,1792,88,4,35.07,39.6,150,,,,,,,,,,,,,,,
12/29/20,Law,Law - Campaign 1,4911,201,5,62.02,52.09,150,,,,,,,,,,,,,,,
12/30/20,Law,Law - Campaign 1,24062,1251,6,57.71,64.33,150,,,,,,,,,,,,,,,
12/31/20,Law,Law - Campaign 1,16970,546,6,64.92,75.31,150,,,,,,,,,,,,,,,
1/1/20,Law,Law - Campaign 2,75151,658,20,273.43,131.91,1000,,,,,,,,,,,,,,,
1/2/20,Law,Law - Campaign 2,80549,986,34,441.72,215.45,1000,,,,,,,,,,,,,,,
1/3/20,Law,Law - Campaign 2,82575,980,37,466.66,208.83,1000,,,,,,,,,,,,,,,
1/4/20,Law,Law - Campaign 2,66661,783,29,372.56,163.98,1000,,,,,,,,,,,,,,,
1/5/20,Law,Law - Campaign 2,73868,815,25,337.63,155.53,1000,,,,,,,,,,,,,,,
1/6/20,Law,Law - Campaign 2,113013,1415,48,631.57,319.46,1000,,,,,,,,,,,,,,,
1/7/20,Law,Law - Campaign 2,116063,1468,51,655.56,340.32,1000,,,,,,,,,,,,,,,
1/8/20,Law,Law - Campaign 2,104878,1383,41,506.07,321.77,1000,,,,,,,,,,,,,,,
1/9/20,Law,Law - Campaign 2,114826,1351,47,623.78,302.93,1000,,,,,,,,,,,,,,,
1/10/20,Law,Law - Campaign 2,96628,1041,37,501.37,249.31,1000,,,,,,,,,,,,,,,
1/11/20,Law,Law - Campaign 2,91033,853,29,373.59,168.15,1000,,,,,,,,,,,,,,,
1/12/20,Law,Law - Campaign 2,106348,969,30,373.05,202.66,1000,,,,,,,,,,,,,,,
1/13/20,Law,Law - Campaign 2,135432,1585,48,688.36,393.19,1000,,,,,,,,,,,,,,,
1/14/20,Law,Law - Campaign 2,124509,1451,48,624.23,357.36,1000,,,,,,,,,,,,,,,
1/15/20,Law,Law - Campaign 2,138932,1405,44,537.87,339.41,1000,,,,,,,,,,,,,,,
1/16/20,Law,Law - Campaign 2,185333,1644,50,648.7,341.65,1000,,,,,,,,,,,,,,,
1/17/20,Law,Law - Campaign 2,108387,1173,40,536.1,281.09,1000,,,,,,,,,,,,,,,
1/18/20,Law,Law - Campaign 2,101988,1098,33,464.64,290.78,1000,,,,,,,,,,,,,,,
1/19/20,Law,Law - Campaign 2,91735,936,27,367.95,207.9,1000,,,,,,,,,,,,,,,
1/20/20,Law,Law - Campaign 2,97549,1305,47,614.23,314.16,1000,,,,,,,,,,,,,,,
1/21/20,Law,Law - Campaign 2,106702,1486,52,619.69,374.34,1000,,,,,,,,,,,,,,,
1/22/20,Law,Law - Campaign 2,114204,1543,53,661.9,401.23,1000,,,,,,,,,,,,,,,
1/23/20,Law,Law - Campaign 2,120193,1481,53,707.24,377.23,1000,,,,,,,,,,,,,,,
1/24/20,Law,Law - Campaign 2,103315,1285,44,536.06,318.69,1000,,,,,,,,,,,,,,,
1/25/20,Law,Law - Campaign 2,92117,977,29,359.89,209.14,1000,,,,,,,,,,,,,,,
1/26/20,Law,Law - Campaign 2,88425,828,26,377.56,172.83,1000,,,,,,,,,,,,,,,
1/27/20,Law,Law - Campaign 2,114411,1480,50,648.01,367.02,1000,,,,,,,,,,,,,,,
1/28/20,Law,Law - Campaign 2,116220,1583,56,715.88,383.82,1000,,,,,,,,,,,,,,,
1/29/20,Law,Law - Campaign 2,113607,1617,50,646.65,398.93,1000,,,,,,,,,,,,,,,
1/30/20,Law,Law - Campaign 2,107411,1449,47,597.15,357.94,1000,,,,,,,,,,,,,,,
1/31/20,Law,Law - Campaign 2,92079,1290,44,589.56,306.95,1000,,,,,,,,,,,,,,,
2/1/20,Law,Law - Campaign 2,84547,957,31,392.37,223.52,1000,,,,,,,,,,,,,,,
2/2/20,Law,Law - Campaign 2,83694,933,27,308.69,200.54,1000,,,,,,,,,,,,,,,
2/3/20,Law,Law - Campaign 2,115409,1619,55,731.48,418.99,1000,,,,,,,,,,,,,,,
2/4/20,Law,Law - Campaign 2,110133,1524,55,718.91,387.3,1000,,,,,,,,,,,,,,,
2/5/20,Law,Law - Campaign 2,99148,1458,50,691.32,359.07,1000,,,,,,,,,,,,,,,
2/6/20,Law,Law - Campaign 2,93439,1394,52,727.02,331.78,1000,,,,,,,,,,,,,,,
2/7/20,Law,Law - Campaign 2,89344,1245,41,588.84,289.41,1000,,,,,,,,,,,,,,,
2/8/20,Law,Law - Campaign 2,91223,1056,34,464.36,247.7,1000,,,,,,,,,,,,,,,
2/9/20,Law,Law - Campaign 2,97314,1067,30,411.38,243.79,1000,,,,,,,,,,,,,,,
